heterozygotes_survival_rate,resistance_rate,drop_ratio,drive_efficiency,low_density_growth_rate,density_growth_curve,generation_to_suppression,type
0.475,0.5,0.825,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,0.9,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,0.975,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,1.05,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,1.125,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,1.2,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,1.275,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,1.35,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,1.425,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,1.5,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,0.0,0.5,6.0,linear,NAN,haplolethal
0.500,0.5,0.0,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,0.025,0.5,6.0,linear,102.050,haplolethal
0.500,0.5,0.05,0.5,6.0,linear,86.900,haplolethal
0.500,0.5,0.075,0.5,6.0,linear,78.400,haplolethal
0.500,0.5,0.075,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,0.1,0.5,6.0,linear,72.650,haplolethal
0.500,0.5,0.125,0.5,6.0,linear,69.250,haplolethal
0.500,0.5,0.15,0.5,6.0,linear,65.000,haplolethal
0.500,0.5,0.15,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,0.175,0.5,6.0,linear,62.400,haplolethal
0.500,0.5,0.2,0.5,6.0,linear,60.100,haplolethal
0.500,0.5,0.225,0.5,6.0,linear,58.950,haplolethal
0.500,0.5,0.225,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,0.25,0.5,6.0,linear,57.750,haplolethal
0.500,0.5,0.275,0.5,6.0,linear,55.950,haplolethal
0.500,0.5,0.3,0.5,6.0,linear,55.050,haplolethal
0.500,0.5,0.3,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,0.325,0.5,6.0,linear,53.600,haplolethal
0.500,0.5,0.35,0.5,6.0,linear,52.600,haplolethal
0.500,0.5,0.375,0.5,6.0,linear,51.950,haplolethal
0.500,0.5,0.375,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,0.4,0.5,6.0,linear,51.400,haplolethal
0.500,0.5,0.425,0.5,6.0,linear,50.100,haplolethal
0.500,0.5,0.45,0.5,6.0,linear,49.600,haplolethal
0.500,0.5,0.45,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,0.475,0.5,6.0,linear,48.950,haplolethal
0.500,0.5,0.5,0.5,6.0,linear,48.350,haplolethal
0.500,0.5,0.525,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,0.6,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,0.675,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,0.75,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,0.825,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,0.9,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,0.975,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,1.05,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,1.125,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,1.2,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,1.275,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,1.35,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,1.425,0.5,6.0,linear,NAN,recessivelethal
0.500,0.5,1.5,0.5,6.0,linear,NAN,recessivelethal
